,pubkey,alias,color_hex,open_channels,capacity,min_channel_size,address_1,address_2,hubness_rank,weighted_hubness_rank,hopness_rank,weighted_hopness_rank,betweenness_rank,weighted_betweenness_rank,website,twitter,nostr,youtube,facebook,linkedin,telegram,instagram,discord,medium,tiktok,github,bio,avatar,social_image,name,lnp_verified_user,lnp_updated_at,lnp_rank,lnp_rank_name,prime,pro,lnp_positive_ratings_received,lnp_negative_ratings_received,lnp_positive_ratings_given,lnp_negative_ratings_given,lnp_badges
756,0220953237341a8f39d260b0e54f0b549d15c9c5c7a3d26002185f846de7e9147b,Satadel 🏰,#ff3c00,20,73827460,1499999.0,marnojynx6ebmir3clfrzd2fisktkpuplz5lmo6hmeu66cf3rv5t3bqd.onion:9735,,438,949,266,5045,744,1236,,,,,,,,,,,,,,,,Satadel,True,2024-10-27T18:43:03.502Z,7,Silver,False,False,5.0,1.0,6.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'API User', 'description': 'Have used the LN+ API'}, {'name': 'Silver', 'description': 'Node Rank 7'}]"
757,02209ca72326b2a652596e66ff14ef46be6794c4508db8f8f5cab63368a5ddb4cb,02209ca72326b2a65259,#3399ff,1,2000000,,xsuqdvlgzksfdggdptutzjxmh7cveaie6qybliif5pc6mpy2vebr2bid.onion:9735,,10177,10177,10177,10177,10177,10177,,,,,,,,,,,,,,,,,False,2024-10-16T14:14:47.843Z,0,,False,False,,,,,[]
758,0220a174cbeea2288667c747336b0d3855b9af1fb3cefd4e7e483336a369170267,Dr-A-Hugo-Inc,#ff5000,1,500000,,hhoijmav3selzjfhmgsmvfrgiskf7ppw2hcovzxmcbrhnami6kpivhyd.onion:9735,,9733,9733,9733,9733,9733,9733,,,,,,,,,,,,,,,,,False,2025-03-01T15:29:39.183Z,2,Iron,False,False,,,,,[]
759,0220a1fbcc82a4f02110bb31a4c461d4b7c721466aa63185ebea710fc701c1741f,0220a1fbcc82a4f02110,#33ff81,2,1500000,,7ofa3tjdcwkw5fotkgn75hcbbqxefoovnyfbp5klf445sjz63titbwad.onion:9735,,5261,5182,5162,5585,5078,4932,,,,,,,,,,,,,,,,,False,2024-09-27T23:11:45.092Z,0,,False,False,,,,,[]
760,0220ae9f1d8f48e7506f22a158edb669c16e2799695d682ad5fe5439b45cdf3d82,The Lightning Dept.,#ff9b33,1,2000000,0.0,fpf33oatvgcpxzhhu676jqissi5e6u3m4uitz6sbw4hzatxww35ygrad.onion:9735,,9789,9789,9789,9789,9789,9789,,,,,,,,,,,,,,,,0220ae9f1d8f48e7506f,True,2025-01-09T14:53:42.668Z,0,,False,False,1.0,0.0,1.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}]"
761,0220cd7ef3cfd3824fcf051fbe40fd8d0b4cc240a50f9ac87e88ca1d5278b2a94a,0220cd7ef3cfd3824fcf,#3399ff,1,16200000,,,,11664,11664,11664,11664,11664,11664,,,,,,,,,,,,,,,,,False,2024-10-20T18:04:02.579Z,0,,False,False,,,,,[]
762,0220d71d6912bac2d139becf75affd6a93caea63e38e055b5331600191d0b7063d,Corse69,#000099,5,8366547,,rvkr6yltwiauq5rwmkngreifgngg3iy7uz3bxx5hdhtkgzyuv2obmjyd.onion:9735,,3478,3336,3302,5835,2759,3642,,,,,,,,,,,,,,,,,False,2025-03-02T06:05:50.167Z,5,Titanium,False,False,,,,,[]
763,0220edb1d15d1dd6e3c57d8822d00fbf2a9768060c91c5eeb3ce8aa56f42342426,horizonlab.xyz,#006bff,2,1132633,0.0,j7kq4qp65qsrcjeoosf5r64vh2xkofcmnql3tpzg6eli6hrm3yp5jtad.onion:9735,,2664,2667,1135,4189,2212,2221,https://horizonlab.xyz,https://x.com/horizonlabxyz,,,,,,,,,,,,https://d48ttl5m5edbw.cloudfront.net/o5p6xycx40zq4y8mhpjn2kfgkk51,https://d48ttl5m5edbw.cloudfront.net/8rz5wcwxruwv9hlblkfn0mmmxm1z,horizonlab.xyz,True,2025-03-01T16:15:24.355Z,6,Tungsten,False,False,1.0,0.0,1.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}]"
764,0220fb6c4a4fc188372e81d7282d895900a687160c078a556ed6ad54fcef25bf00,SATStackerLife,#68f442,1,400000,,be3xxiyv4tndku5r22mhmprpc4sqh6ts6wbdtl6x4474br3wcge7njad.onion:9735,,8142,8142,8142,8142,8142,8142,,,,,,,,,,,,,,,,,False,2025-03-01T14:50:17.817Z,2,Iron,False,False,,,,,[]
765,022100dbacb5d5e3bd1d02baa572d4b82510a099a17b71a447c57720ed59607076,spirit,#3399ff,1,2050000,0.0,swlnukz5mwinznso4zgsyzjs6kk5thntoqn3avkmroakekdkojhby4id.onion:9735,,10431,10431,10431,10431,10431,10431,,,,,,,,,,,,,,,,spirit,True,2025-01-09T14:29:53.807Z,0,,False,False,0.0,0.0,0.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}]"
766,02210352db77cd089bb7f8b7f427cb37a753240cc7a1659eeec4f6df750ac64902,blueCHiP,#006400,3,15000000,5000000.0,clvbfm2rfomonxz7kvjivyj3njzlgcqpal3ax7xe4a63qq4gyvkmuhyd.onion:9735,,5680,4753,6183,6563,3260,1539,,,,,,,,,,,,,"⚡ ⚡ ⚡ ⚡ ⚡⚡
⚡I greet you⚡
⚡ sovereign ⚡
⚡individual!⚡ 
⚡ ⚡ ⚡ ⚡ ⚡⚡",https://d48ttl5m5edbw.cloudfront.net/n6055iym2acgx15xk4dzkwueh0f9,https://d48ttl5m5edbw.cloudfront.net/brcwwxh26bajk2hj4ul44j7ty9dq,blueCHiP | CLN,True,2024-09-02T11:41:31.042Z,0,,True,False,16.0,0.0,7.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}]"
767,02210b02692e04749979ed83deefc6d8543f69ec62da0f5044d78c6125721fa689,thefuture,#68f442,1,44840,,obvohamhwldii77hbcepskkwfsebk3pq6jeeezthu27i7oeynjlgdhyd.onion:9735,,13822,13822,13822,13822,13822,13822,,,,,,,,,,,,,,,,,False,2025-03-01T16:11:45.591Z,2,Iron,False,False,,,,,[]
768,02212f04c9de6b46d48578192d360050694f512486fe52d94ef3facea0d0d830c6,SatsBridge-Alpha,#b00ba5,4,17600873,,164.92.135.173:9730,,2527,757,4204,5980,4954,4039,,,,,,,,,,,,,,,,,False,2025-03-01T14:01:46.710Z,6,Tungsten,False,False,,,,,[]
769,0221356e026f326338e7bbe1fb1e1030652ece86ceb4ff9987a943ad3006922fdc,curt's channel,#81e9a2,2,750000,,hpkovuwy6bfywntxkgxcrr4nvny537jssgb5o6ic3kjgmntpttj6d5id.onion:9735,,6051,5829,6149,5927,4142,3876,,,,,,,,,,,,,,,,,False,2025-03-01T16:15:41.404Z,1,Aluminium,False,False,,,,,[]
770,022146d345b0eb17ae166cc14cd51f545eeb7deac71301107ee2066ddfe6f8db91,022146d345b0eb17ae16,#3399ff,0,0,,w4lxr7brgtqeaeova5sgk6u3uu36l4pxczznf7hinyy7xcxcwbg7mgyd.onion:9735,,3652,2896,3075,7180,4262,5229,,,,,,,,,,,,,,,,,False,2024-11-11T08:06:46.770Z,0,,False,False,,,,,[]
771,022155aa58b783a3ee32afce4add129a99f9878633464f73d710c58925bc02c61b,BiBaBitcoiner,#e38421,1,350000,,7h6bimwuo6arcxlwzudxtvrm3xrkik2sfiducktgxv5xd75mfnmrz4ad.onion:9735,,10366,10366,10366,10366,10366,10366,,,,,,,,,,,,,,,,,False,2025-03-01T19:41:38.867Z,1,Aluminium,False,False,,,,,[]
772,02216b53f8affff5557af83abe77931ca8accc1571593ebb8b4c39b97c2ea1a574,02216b53f8affff5557a,#3399ff,1,350000,,n56lpopivbmshue7x3xuviseu32dxfqfuq3jycnstmncztd2fa7jhfad.onion:9735,7k6pluext53wbsuxxoovisigeyjf6h6n4zb7hqewpnsgngvldqwakjad.onion:9735,6166,5458,6118,5502,4398,2849,,,,,,,,,,,,,,,,,False,2025-03-01T15:00:50.025Z,1,Aluminium,False,False,,,,,[]
773,02216c4b0b451e87bf59e6d3db343da89c3dbf924769c4ed9b9483e76aea6a5286,lagomorph-labs,#ff5000,0,0,,phu2alhguyhvjinoqmbn4kksxodij6q5yaur4z3hncm3ohi4x6gjilid.onion:9735,,12183,12183,12183,12183,12183,12183,,,,,,,,,,,,,,,,,False,2024-09-20T06:54:21.166Z,0,,False,False,,,,,[]
774,02217050224e58ac7a2b51ce6fdbf4eb769b9ce655530649e5ee09946192b9c7f9,96k Science Node,#3399ff,2,600000,,172.29.63.249:9735,,5233,5069,5769,5700,4665,3292,,,,,,,,,,,,,,,,,False,2025-03-01T17:39:08.803Z,3,Copper,False,False,,,,,[]
775,022178ce171efa56b78be260dca3a6f54b89037b60182032c1eb9bab3a44a52f75,022178ce171efa56b78b,#3399ff,2,1047082,,ynmwhrnhvdl7b7ulbg3o27vic2horeazzdmdcf2ue4jmkqrjsa64oxqd.onion:9735,,5865,5125,5207,5254,4748,2254,,,,,,,,,,,,,,,,,False,2025-03-01T14:04:24.775Z,2,Iron,False,False,,,,,[]
776,0221822c9026d3c8fae7af9c3893f68e781c8cf119a87905bc09b20acd030fad64,jimmain,#ff5000,0,0,,nyrx63i6pm4mgfndg655hm377qmtc6vtlnbv6ui4mb4bokpjd3wnn6ad.onion:9735,,12168,12168,12168,12168,12168,12168,,,,,,,,,,,,,,,,,False,2024-09-17T23:11:59.731Z,0,,False,False,,,,,[]
777,022185cbf8c5b530e4551509b95c28a06aeb98fb2bcd4583687ca0c11881f66969,MANDIBLES-2,#7447d8,1,6304000,,akpspanetfmszqgy55ufwmgrg3qhack37lyhqwcll4t7tffftb5v2qid.onion:9735,,12465,12465,12465,12465,12465,12465,,,,,,,,,,,,,,,,,False,2024-08-16T20:26:22.538Z,2,Iron,False,False,,,,,[]
778,022186f923d9cecb54a315e326b56cd1d8be031b08196afea7bdea125550657b2a,BooleanConnect,#e8808e,0,0,,jgajswt44mibzo4mvuakttxzcb3gdodu2ekawqdopdis4tnrauzd4dyd.onion:9735,,12060,12060,12060,12060,12060,12060,,,,,,,,,,,,,,,,,False,2024-09-04T18:03:09.482Z,0,,False,False,,,,,[]
779,02218e1116b41c4c03576c6fc170475b53bbae77da16ee30a02f978674142fb975,Schwaendisch,#68f442,1,150000,,xevvkuob777mwanfnbgmn7ittg77izcpf5js46ids6tbxqxcbg7wbnid.onion:9735,,14138,14138,14138,14138,14138,14138,,,,,,,,,,,,,,,,,False,2025-03-01T16:33:11.056Z,2,Iron,False,False,,,,,[]
780,02219ac72a218a62108ec584f0dd74555e16646257123c02747a0f349916015d16,WRW,#6d3147,1,3000000,,mjktwj3y7y2sj3o57pqqwydasw4axuszmd5nczte7ux6hy7tlquwriad.onion:9735,,10439,10439,10439,10439,10439,10439,,,,,,,,,,,,,,,,,False,2025-03-02T06:09:07.841Z,2,Iron,False,False,,,,,[]
781,02219b2f1140f25e5ac1dc2d727fa1d41b4f3bfbc1c5157d631decf2744d09fe60,PeterJam,#000000,3,393672,,51.158.154.17:9735,,4271,5486,2680,4211,2407,2982,,,,,,,,,,,,,,,,,False,2025-03-01T14:45:53.871Z,3,Copper,False,False,,,,,[]
782,02219fa4a7742db150877d5f6d06965afa32d0d8c2fa64272b3c018794294320ab,thebesian01,#68f442,1,1250000,,bg4kvyb3dfwc4lwbbvex4e3wqdnmuiqam3qjgmzaokossls6aaklz6qd.onion:9735,,9827,9827,9827,9827,9827,9827,,,,,,,,,,,,,,,,,False,2025-03-01T15:49:53.122Z,5,Titanium,False,False,,,,,[]
783,0221ac650cdfd2a7a45102536fa95c3fd9f203de5ff5648f527181082ddd33097a,lutzzzzz,#52ff11,1,500000,,jp32ztmgavo6nuhwqjh44vcljnsce7v33oo424wzwpuspaslrovxudqd.onion:9735,,5944,5674,6127,5303,5416,2387,,,,,,,,,,,,,,,,,False,2025-03-01T13:52:20.831Z,1,Aluminium,False,False,,,,,[]
784,0221d38abb8a6688ca7ebbffed2c7c68350facf3ed657dd131f9a5efa5a54c84ac,payserver.org,#3399ff,2,999950,,95.111.230.23:9735,eijbgkudxg3pmrvgyiwfx6csfi5s5lxxq7sjy73w5ui7vl5acawfcvqd.onion:9735,2571,3116,1638,5123,975,1907,,,,,,,,,,,,,,,,,False,2025-03-02T07:36:26.590Z,1,Aluminium,False,False,,,,,[]
785,0221da67cc9e0adb1370dfd00497d19a419ab625f7b3a3fce73ae9f5f3ed6d8a79,BitcoinIsProperty,#3399ff,0,0,,2e3x6q46xuwdobab57oxq3urrie4gzp6jlc4mndlqucrsywsoviihvad.onion:9735,,11414,11414,11414,11414,11414,11414,,,,,,,,,,,,,,,,,False,2024-11-11T18:36:54.220Z,0,,False,False,,,,,[]
786,0221e8ec321fa7010ca5455603d86f4cdcc510569d39467974b3de0a27155131a7,0221e8ec321fa7010ca5,#3399ff,1,10000000,,54.158.203.78:9735,,10782,10782,10782,10782,10782,10782,,,,,,,,,,,,,,,,,False,2024-11-20T16:33:30.695Z,0,,False,False,,,,,[]
787,0221f1f336b93c9db000feaaddd6b01555cc4c85635625eb3522a0f36543897899,0221f1f336b93c9db000,#3399ff,1,30000,,nkiinkbtaza5ciwbzdfc2a4hwqvzxk5ejmrryw5bwyppc7vs3cmzeoad.onion:9735,,12501,12501,12501,12501,12501,12501,,,,,,,,,,,,,,,,,False,2025-03-01T17:18:24.479Z,2,Iron,False,False,,,,,[]
788,0221f3ce3f7d2ac19e9c3deb84bac68d1f4c6f616d49a221b79e84ba2b63c92ec2,0221f3ce3f7d2ac19e9c,#3399ff,2,800000,,fixwsfg5e3mdqmoyj37y2n6q6pkh3cgxuywsx4rm2bzvk243l3tt47id.onion:9735,,1430,2704,2507,5384,5469,2595,,,,,,,,,,,,,,,,,False,2025-03-02T10:57:58.392Z,6,Tungsten,False,False,,,,,[]
789,0221fc11315dc8f08aba10a2ff6ddcdb22a8082b21c59390d16723f80fdab02ab9,ARPANET 🌍 💻 ⚡,#3399ff,1,50000,0.0,my62h2ppgde6hcmq3difpaoiatzsxz4luvijzmi7awraw7bqennpqmqd.onion:9735,,11925,11925,11925,11925,11925,11925,,,,,,,,,,,,,,,,ARPANET,True,2024-10-03T04:05:09.936Z,0,,False,False,2.0,0.0,1.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}]"
790,0221fff29cec7e6085d49345c788bd0f191ca77563fbcddf3a146ddfaf0a11b234,nodl-419028c8ebc5708072afc0dc,#000000,1,100000,,85.208.69.12:4012,,6935,6912,6932,5606,5835,2141,,,,,,,,,,,,,,,,,False,2025-03-01T14:20:04.526Z,1,Aluminium,False,False,,,,,[]
791,02221cef0bd01362a1cc3e8b95cfdaa9150737c99b89e5162892b3fadc70004aa2,LN Fast Track,#3399ff,30,373600000,1000000.0,185.150.162.55:9735,7vtyxwq3prlhv3w3dpxzgrwqhqsuuppumarepccjtccxdoegn4p7orad.onion:9735,206,203,129,4757,1593,4043,,,,,,,,,,,,,,,,LN Fast Track,True,2025-03-01T17:24:24.323Z,8,Gold,False,False,2.0,0.0,2.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}, {'name': 'Gold', 'description': 'Node Rank 8'}]"
792,022252e7297f23601bae05132eb944a0e89f8a4a95debec6d63060bad78ff1fca7,BitBitBitZone`,#ff0000,1,2000000,,eyggxtfpzneq5nxx63qufjhenkoqswmhtv6e7kiuo7ixdehvlmwpjqad.onion:9735,,8936,8936,8936,8936,8936,8936,,,,,,,,,,,,,,,,,False,2025-03-01T14:53:23.464Z,5,Titanium,False,False,,,,,[]
793,0222552d53893ca3496a0cf8581cab8098e41d017968bd71f541e26b80cf62d0e9,LINYBolt,#68f442,1,225772,0.0,j4twvuib5lshskrbbjq6xjvjoy6ls23zzonky5myp27p6cjl72gxcmyd.onion:9735,,12907,12907,12907,12907,12907,12907,,,,,,,,,,,,,,,,LINYBolt,True,2025-03-01T16:47:57.094Z,2,Iron,False,False,1.0,0.0,1.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Verified', 'description': 'Node signed'}]"
794,0222726d590fab7bd46f698a1b6f3dbf0291b1250af7ced74ced89531b036906a7,unconsumed,#9e1ec7,21,103016850,4000000.0,ojnao3rjyqavpnbe5ywzxjjlbmc4posqmbq7jpykomng47a3arcrp5id.onion:9735,,573,463,403,3967,705,3887,,,,,,,,,,,,,,,,unconsumed,True,2025-03-02T04:15:12.884Z,8,Gold,False,False,9.0,0.0,11.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Liquid', 'description': 'Has Liquidity Credits'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'Gold', 'description': 'Node Rank 8'}]"
795,0222796133ec25ec430a5df10922b891923ceadcafea406c7b682e9176469cfa90,orange5,#ffb200,5,7000000,0.0,ihg5c4ousu2rjms26wlqnayxrqup6qztna3qkltdqt773lkuholzt4id.onion:9735,,5919,5312,5273,5262,3825,1188,,,,,,,,,,,,,,,,Orange5,True,2025-03-02T08:08:55.365Z,2,Iron,True,False,12.0,0.0,10.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'OG', 'description': 'Early registrant'}]"
796,022288432394a8211c1f67e232ed9ef0388d07908724496f9729652f346c80eb36,SKYWAY,#0000ff,2,1550000,0.0,mkl5edjlk7sd2kvrgxs6726ue2mmazzhddbltggncdg3tqc6ugao2rid.onion:9735,,4921,4639,5086,5796,3454,3529,,,,,,,,,,,,,,,,SKYWAY,True,2025-03-01T15:53:11.795Z,2,Iron,False,False,0.0,0.0,0.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}]"
797,02229f94d51028fb87a1fcb5c77b520836c0443b4d3d9fe311591acc481712f671,M0d1a,#68f442,1,490753,,p3lkio67pabn3kelucpjc2s7hosrkf34ktywqio26brhmfobbfrgfwid.onion:9735,,9266,9266,9266,9266,9266,9266,,,,,,,,,,,,,,,,,False,2024-12-26T15:01:32.197Z,0,,False,False,,,,,[]
798,0222a47478e5c70ff978584b15167a96a01fb131b9521d0fcebdcc9853c0e160ba,Walden,#228b22,1,1000000,,ivb776hner2tyhuzweacyv4vtnchx5pydg77k3jcybfpaprsq3kzyrqd.onion:9735,,10929,10929,10929,10929,10929,10929,,,,,,,,,,,,,,,,,False,2024-11-19T05:54:11.704Z,2,Iron,False,False,,,,,[]
799,0222c672f55d009fbc56fbae6769a37e95d8a3c962101f902ecbc0b9162d985a16,,#000000,0,0,0.0,,,9154,9154,9154,9154,9154,9154,,,,,,,,,,,,,,,,AsteroidBlues,True,2025-01-30T14:57:25.319Z,0,,False,False,7.0,0.0,7.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'OG', 'description': 'Early registrant'}]"
800,0222cd9cf400cbe9bcd1472281e436d071b672d8a33bdd964e6a3504c4db2983e6,ThunderAnd,#68f442,1,750000,0.0,awhrbaymbwsj7tbpbk37r6le6vcftiykyzjkcqvebwzr6lkitdndlyyd.onion:9735,,9236,9236,9236,9236,9236,9236,,https://x.com/ThunderAnd1,,,,,,,,,,,"Science teacher fascinated by BTC and Lightning network.  I'm a newer node operator but determined to consistently add value to  my channel partners as well as the Network overall.

0222cd9cf400cbe9bcd1472281e436d071b672d8a33bdd964e6a3504c4db2983e6@awhrbaymbwsj7tbpbk37r6le6vcftiykyzjkcqvebwzr6lkitdndlyyd.onion:9735 ",https://d48ttl5m5edbw.cloudfront.net/rpcxhm1iayen78j9taeks0kq82s7,https://d48ttl5m5edbw.cloudfront.net/3lo8irbghexxketo0q8219gk0q02,ThunderAnd,True,2025-03-01T14:44:52.659Z,1,Aluminium,False,False,0.0,0.0,0.0,0.0,"[{'name': 'Verified', 'description': 'Node signed'}]"
801,0222d6e618b70586bc03f2afd88135279aba578810671569071f112fa011fc627f,nodl-lnd-s002-041,#000000,1,100000,,85.208.69.12:4041,,8722,8722,8722,8722,8722,8722,,,,,,,,,,,,,,,,,False,2024-10-30T23:09:36.370Z,0,,False,False,,,,,[]
802,0222f73fca9a2858aca396b6c1e9d5b41f005872872d9fa1a3354203a3a3441ef3,TravelMap,#3399ff,2,3364404,,145.239.67.225:9735,2h4eptgkfhtnzqvvl4gtl7hdkdd47fk7i2wex6gvzpgimpjwlxzsdiad.onion:9735,4315,3770,3809,4211,2950,3643,,,,,,,,,,,,,,,,,False,2025-01-23T16:10:58.059Z,4,Mercury,False,False,,,,,[]
803,0222fbdaa8b2c3252e65fc7286f62a1621d113270b5f712619af71628872b8b3de,spellpwr,#3399ff,4,7000000,0.0,pa5ez7sgiwkkrrlzadgh6thhrc3bftlex2mf4eil4ndvvnu5omlecmyd.onion:9735,,1379,1403,1859,5510,4320,2867,,,,,,,,,,,,,"open to eternity 24/7

50% solar powered

current terms:
zeroBaseFee / Experimental

""Mana aufladen"" --> Schattenblitz ⚡
",https://d48ttl5m5edbw.cloudfront.net/m2qoeju9zk2b831qu2qqzop6vs59,https://d48ttl5m5edbw.cloudfront.net/mnabar95whp88hx0th5oilpo2sy6,spellpwr,True,2025-03-01T16:41:14.695Z,7,Silver,True,False,14.0,0.0,14.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Passionate', 'description': 'Opened 10+ Channels'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}, {'name': 'Silver', 'description': 'Node Rank 7'}]"
804,0223019ad880d5610c9fdf420e5f3a0b531925329e1f4222a49aeae6e5e11b4987,0e055dbbb4e8,#3399ff,1,100000,,3.238.188.109:9735,,9280,9280,9280,9280,9280,9280,,,,,,,,,,,,,,,,,False,2024-10-23T09:03:20.646Z,1,Aluminium,False,False,,,,,[]
805,022308f2ae4c5fde8d05ca8fa7a79b462e0e9c7d8f74cdfb1e08bbb51ff504bbc4,ZToshi89,#008af2,3,8000000,,xipp6vr2urz52rmdsa64mlosvz6v32ouwholxotfi265u2e3sjequyqd.onion:9735,,2518,1912,3534,4708,5018,3473,,,,,,,,,,,,,,,,,False,2025-03-02T01:28:19.511Z,6,Tungsten,False,False,,,,,[]
806,02230aaaeaf0d9d990f99eb706f0950a5ded06f0a855eebbe08565b07fb4744624,WrenNode,#aa0000,1,6000000,,z7dt7u2zgme7p5xftjaicfeonknt3o6pqbw2ndqvxcihdct3x66hj2id.onion:9735,,10333,10333,10333,10333,10333,10333,,,,,,,,,,,,,,,,,False,2025-03-02T02:34:20.317Z,2,Iron,False,False,,,,,[]
807,022316f1c42c310164e0b660dbc9c630d2ffb7b660a81157c168331f1e20daaf51,Equatorhub1,#00ccff,1,4000000,0.0,u6vu6kyvgenj4hushnbu53lijgdaqiv3lcvcxrhjcy44bs3ltau6bdyd.onion:9735,,1470,1003,1632,4948,4485,2538,,@georgelesol,,,,,,,,,,,Providing a better financial experience for the people in Latin America.,https://d48ttl5m5edbw.cloudfront.net/dm3jkmkzhd4ckp26egksjtpvx8ty,https://d48ttl5m5edbw.cloudfront.net/txte07276kxc3eahw1o88h59ytl0,Equatorhub1,True,2025-03-01T14:56:28.117Z,6,Tungsten,False,False,4.0,0.0,4.0,0.0,"[{'name': 'Opener', 'description': 'Opened a Channel'}, {'name': 'Social', 'description': 'Posted a comment'}, {'name': 'Generous', 'description': 'Donated to LN+'}, {'name': 'Verified', 'description': 'Node signed'}]"
808,022322d7ac5c0bb6d899757f2cea0941b84fa4466d2d29764c1c372c71e740b103,022322d7ac5c0bb6d899,#3399ff,1,200000,,zuqzlfvxotdk2qvsyd3cvzydh3eyei5wikigrxxp3tz4xgnrfl3hd4ad.onion:9735,,8741,8741,8741,8741,8741,8741,,,,,,,,,,,,,,,,,False,2025-03-01T14:56:39.146Z,2,Iron,False,False,,,,,[]
809,0223289fa79b65c2c5f24e22db76c13dd3a8a678589754f435bdbc55b969175b9c,b72e8f4092c8,#3399ff,1,100000,,3.236.192.155:9735,,8873,8873,8873,8873,8873,8873,,,,,,,,,,,,,,,,,False,2024-10-20T20:44:30.744Z,2,Iron,False,False,,,,,[]
810,02233e5df1843635d22867e4a668dbc9b6c479862e393487c0a24d74c3d3796e17,GoldNode,#fd981a,1,30000,,,,12079,12079,12079,12079,12079,12079,,,,,,,,,,,,,,,,,False,2025-03-01T17:08:37.729Z,2,Iron,False,False,,,,,[]
811,02234337ccb5a9c1cca8d1f66b965c58f7cd02c9e87282984a6fbedd1144864447,test-node1,#ff5000,1,500000,,czxgp5mxf7rotiz7yeuc7tlaqkpjwthlem7jui4sq2r3xv37eocnjrqd.onion:9735,,9955,9955,9955,9955,9955,9955,,,,,,,,,,,,,,,,,False,2025-01-25T14:52:19.246Z,2,Iron,False,False,,,,,[]
812,0223497b9a8e088dbb020ed3bd174212213d20008cc9ccbb3fe3ff6b16db08e134,ThunderInParadise,#ff474d,2,612077,,92.2.88.136:9735,,5624,5248,5560,4045,5225,1554,,,,,,,,,,,,,,,,,False,2025-03-01T15:51:09.371Z,2,Iron,False,False,,,,,[]
813,02234cf94dd9a4b76cb4767bf3da03b046c299307063b17c9c2e1886829df6a23a,lnorb.com,#000000,2,14000000,,4w2kzf2qskgzwodwczyjbc2uuk7vakh42e73hkjwwfuonavmjrqklhyd.onion:9735,,1509,801,4345,5389,5471,2606,,,,,,,,,,,,,,,,,False,2025-03-01T17:06:32.004Z,6,Tungsten,False,False,,,,,[]
814,02235dabbf5dae6ecf7572de29dbab11dd8cd92a669623aad778387b75c93d98c5,LightningFast,#68f442,2,615200,,euvtv72ydbuqyafrdem3jy64bunygddoxr52r3bzigurahgnweq6tnad.onion:9735,,6220,6262,6228,5904,4359,3834,,,,,,,,,,,,,,,,,False,2025-03-01T16:11:32.527Z,1,Aluminium,False,False,,,,,[]
815,02237313e261c22fcbfe34c5d56f941d119b00beced6cf0ea6c26f72471c3b2003,tulipmania,#68f442,1,695001,,ipir2tpw5cnhlimmyncfb53bcfyxybju43rgmna34qj6afcjblyk32id.onion:9735,,9892,9892,9892,9892,9892,9892,,,,,,,,,,,,,,,,,False,2025-03-02T00:29:56.078Z,5,Titanium,False,False,,,,,[]
816,02237b6173d52bc7b2610f033a9d8ca7fa3e43e2b8d3a5f61b2af2b19c804b8e4f,BTCherry,#68f442,1,1168704,,nf56huxjfik7uxp6mnyneiso3zm3fzsayld4smnwpib6szzlejfecfqd.onion:9735,,10416,10416,10416,10416,10416,10416,,,,,,,,,,,,,,,,,False,2025-03-01T16:41:50.826Z,2,Iron,False,False,,,,,[]
